latitude,longitude,property_type,room_type,bathrooms,bedrooms,minimum_nights,price
37.74001,-122.42219,Apartment,Entire home/apt,2,3,30,200.0
37.78019,-122.40601,Condominium,Entire home/apt,1,1,4,600.0
37.74967,-122.41103,Townhouse,Entire home/apt,1,1,3,160.0
37.74575,-122.50032,House,Private room,1,1,1,84.0
37.76953,-122.42178,Apartment,Entire home/apt,1,1,5,197.0
37.75516,-122.38867,Apartment,Entire home/apt,2,2,3,800.0
37.78342,-122.46941,House,Entire home/apt,1,3,3,450.0
37.774,-122.45309,Apartment,Entire home/apt,1,3,5,550.0
37.73285,-122.44235,House,Private room,1,1,1,119.0
37.72483,-122.43609,House,Private room,1,1,2,69.0
37.76046,-122.41904,Guest suite,Entire home/apt,1,1,5,149.0
37.72491,-122.43516,House,Private room,1,1,2,69.0
37.7625,-122.4226,House,Entire home/apt,2,4,5,575.0
37.77821,-122.46114,House,Entire home/apt,1,1,3,225.0
37.78172,-122.4214,Apartment,Entire home/apt,1,0,60,82.0
37.76162,-122.42394,Apartment,Private room,1,1,30,100.0
37.7485,-122.41961,Apartment,Private room,1,1,5,85.0
37.73231,-122.43509,House,Entire home/apt,1,2,6,195.0
37.76386,-122.39609,Apartment,Entire home/apt,1,1,30,160.0
37.76587,-122.44329,House,Private room,1,1,30,95.0
37.78806,-122.43091,Apartment,Entire home/apt,1,0,30,129.0
37.76495,-122.42058,Guesthouse,Entire home/apt,1,0,30,90.0
37.77352,-122.43444,Townhouse,Private room,1,1,3,65.0
37.72478,-122.43609,House,Private room,1,1,2,69.0
37.72218,-122.47012,House,Private room,1,1,30,65.0
37.73508,-122.43949,House,Entire home/apt,1,2,3,228.0
37.7955,-122.41106,Apartment,Private room,1,1,30,120.0
37.76835,-122.43373,Serviced apartment,Private room,1,1,30,95.0
37.78093,-122.42007,Condominium,Entire home/apt,1,0,30,150.0
37.74372,-122.42757,Condominium,Private room,1,1,30,100.0
37.77622,-122.50906,Guest suite,Entire home/apt,1,0,2,176.0
37.71847,-122.45181,Guest suite,Entire home/apt,1,1,1,130.0
37.77373,-122.46313,House,Private room,1,1,2,125.0
37.7591,-122.39731,Guesthouse,Entire home/apt,1,1,30,120.0
37.73377,-122.46429,House,Private room,3,1,2,40.0
37.77005,-122.43025,Apartment,Entire home/apt,2,3,2,350.0
37.79907,-122.44584,House,Private room,1,1,2,150.0
37.72925,-122.45896,House,Private room,1,2,4,195.0
37.79295,-122.41663,Apartment,Entire home/apt,1,1,30,150.0
37.73644,-122.45666,House,Entire home/apt,2,3,3,450.0
37.72685,-122.43873,House,Private room,1,1,2,90.0
37.76688,-122.44646,Apartment,Entire home/apt,1,1,30,198.0
37.78353,-122.44519,Apartment,Entire home/apt,1,1,30,98.0
37.78995,-122.43541,House,Entire home/apt,2,3,2,462.0
37.74682,-122.40566,Apartment,Entire home/apt,1,1,1,150.0
37.75791,-122.44273,House,Private room,1,1,3,120.0
37.74128,-122.42155,House,Private room,1,1,2,105.0
37.78789,-122.38948,Serviced apartment,Entire home/apt,1,0,30,160.0
37.78826,-122.39156,Serviced apartment,Entire home/apt,2,2,30,175.0
37.78726,-122.39068,Serviced apartment,Entire home/apt,1,0,30,140.0
37.7612,-122.40735,House,Entire home/apt,2,5,3,449.0
37.7704,-122.43469,Apartment,Entire home/apt,1,0,30,112.0
37.76456,-122.41383,House,Private room,2,1,30,101.0
37.80387,-122.42942,Apartment,Entire home/apt,1,1,30,220.0
37.76243,-122.4308,Apartment,Entire home/apt,1,2,4,900.0
37.77715,-122.44182,House,Entire home/apt,2,2,3,399.0
37.77981,-122.46841,Condominium,Private room,1,1,1,65.0
37.80325,-122.40438,Serviced apartment,Entire home/apt,1,1,30,179.0
37.77342,-122.43566,Condominium,Private room,1,1,2,129.0
37.7331,-122.45736,House,Private room,1,1,2,500.0
37.7981,-122.41551,Apartment,Private room,1,1,31,225.0
37.74663,-122.50487,House,Entire home/apt,1,2,4,175.0
37.73728,-122.4157,Guest suite,Entire home/apt,1,1,2,110.0
37.80152,-122.43113,Apartment,Entire home/apt,1,1,30,195.0
37.71178,-122.38762,Apartment,Entire home/apt,1,1,90,130.0
37.80093,-122.40482,Apartment,Entire home/apt,1,1,30,105.0
37.75859,-122.4682,Apartment,Entire home/apt,1,2,31,279.0
37.79934,-122.4049,Apartment,Entire home/apt,1,1,30,90.0
37.77495,-122.50921,House,Entire home/apt,3,4,1,398.0
37.73583,-122.38737,House,Private room,1,1,2,99.0
37.77422,-122.44628,House,Entire home/apt,1,3,3,500.0
37.72685,-122.43739,Apartment,Entire home/apt,1,2,2,137.0
37.75018,-122.40468,Condominium,Private room,1,1,3,105.0
37.7878,-122.40978,Apartment,Private room,1,1,1,219.0
37.76928,-122.42342,Condominium,Private room,1,1,30,85.0
37.79819,-122.44256,Apartment,Private room,1,1,1,200.0
37.77662,-122.42414,Apartment,Entire home/apt,1,0,30,105.0
37.76282,-122.48172,Apartment,Entire home/apt,1,1,30,105.0
37.77931,-122.43595,Apartment,Entire home/apt,1,3,30,350.0
37.77349,-122.46607,House,Private room,1,2,2,350.0
37.78042,-122.39732,Condominium,Entire home/apt,1,0,30,149.0
37.74552,-122.41195,Apartment,Entire home/apt,2,1,2,250.0
37.79953,-122.44663,Apartment,Entire home/apt,1,0,30,93.0
37.78629,-122.4457,Apartment,Private room,1,1,3,145.0
37.77912,-122.51306,House,Entire home/apt,1,2,30,139.0
37.78,-122.45466,House,Entire home/apt,1,2,30,220.0
37.78885,-122.41139,Condominium,Entire home/apt,1,2,30,170.0
37.75935,-122.39867,House,Private room,1,1,2,130.0
37.76217,-122.39543,Guest suite,Entire home/apt,1,1,4,280.0
37.73352,-122.41706,Guest suite,Entire home/apt,1,1,2,125.0
37.7792,-122.44584,Apartment,Entire home/apt,1,1,3,185.0
37.79403,-122.41513,Apartment,Entire home/apt,2,4,30,385.0
37.78908,-122.441,House,Entire home/apt,3,4,5,2000.0
37.73548,-122.4471,House,Entire home/apt,2,4,3,2100.0
37.73884,-122.42561,Guest suite,Entire home/apt,1,1,30,113.0
37.72643,-122.46175,Condominium,Private room,2,1,3,80.0
37.76566,-122.43399,Loft,Entire home/apt,1,1,30,136.0
37.77915,-122.47857,Apartment,Entire home/apt,1,0,3,125.0
37.77424,-122.50167,Guest suite,Entire home/apt,2,2,2,306.0
37.77026,-122.49901,House,Entire home/apt,3,4,2,889.0
37.74802,-122.43521,Apartment,Private room,1,1,30,89.0
37.74869,-122.43213,Guest suite,Entire home/apt,1,1,30,220.0
37.76609,-122.43509,Guest suite,Entire home/apt,1,0,4,143.0
37.78877,-122.39012,Serviced apartment,Hotel room,1,1,30,179.0
37.72776,-122.47043,House,Private room,1,1,30,60.0
37.73227,-122.4482,House,Private room,1,1,30,78.0
37.74176,-122.41803,House,Entire home/apt,2,3,3,325.0
37.78502,-122.4653,House,Entire home/apt,2,2,30,295.0
37.78289,-122.39365,Condominium,Entire home/apt,1,1,30,150.0
37.73811,-122.47358,Guest suite,Entire home/apt,2,2,30,99.0
37.78716,-122.40983,Apartment,Private room,1,1,1,219.0
37.77549,-122.43,Apartment,Entire home/apt,1,1,30,200.0
37.76223,-122.43281,Apartment,Private room,1,1,2,200.0
37.78772,-122.4325,Apartment,Entire home/apt,1,1,30,112.0
37.78628,-122.4823,House,Entire home/apt,2,4,4,800.0
37.78897,-122.40927,Apartment,Private room,1,1,1,219.0
37.74497,-122.42876,House,Private room,1,1,3,80.0
37.77689,-122.43988,Condominium,Private room,1,1,1,95.0
37.75338,-122.43592,House,Entire home/apt,1,1,3,279.0
37.7784,-122.40871,Loft,Shared room,1,1,30,200.0
37.73291,-122.42569,Apartment,Entire home/apt,1,2,31,140.0
37.72841,-122.42314,House,Entire home/apt,1,2,3,185.0
37.77431,-122.47489,House,Entire home/apt,1,3,5,182.0
37.76538,-122.42824,Condominium,Entire home/apt,1,1,30,125.0
37.78295,-122.44476,House,Entire home/apt,3,3,30,333.0
37.73867,-122.41255,House,Entire home/apt,2,3,30,265.0
37.74979,-122.40877,House,Private room,1,1,3,105.0
37.74973,-122.40918,House,Entire home/apt,1,2,7,215.0
37.79406,-122.42661,Apartment,Entire home/apt,1,1,30,195.0
37.72528,-122.46845,House,Private room,1,1,14,65.0
37.74667,-122.45375,Apartment,Private room,1,1,30,80.0
37.8047,-122.43931,House,Entire home/apt,3,3,3,695.0
37.7422,-122.41992,House,Private room,1,1,3,164.0
37.73254,-122.3884,House,Entire home/apt,1,1,30,92.0
37.78753,-122.44018,House,Private room,1,1,30,75.0
37.74299,-122.46664,Guest suite,Entire home/apt,1,1,4,69.0
37.74256,-122.43406,House,Entire home/apt,2,5,2,650.0
37.75713,-122.43199,Guest suite,Entire home/apt,1,0,30,135.0
37.76312,-122.4315,Apartment,Entire home/apt,1,1,30,198.0
37.74992,-122.40822,Apartment,Private room,1,1,3,105.0
37.77507,-122.44094,Condominium,Entire home/apt,1,2,2,235.0
37.79439,-122.41502,Apartment,Entire home/apt,1,0,30,122.0
37.79463,-122.41632,Apartment,Entire home/apt,1,1,30,157.0
37.76852,-122.42787,Apartment,Private room,1,1,4,88.0
37.77669,-122.40927,House,Entire home/apt,1,2,2,333.0
37.75457,-122.48331,House,Private room,1,1,2,98.0
37.79398,-122.42506,Apartment,Entire home/apt,1,1,30,140.0
37.75392,-122.42502,Apartment,Entire home/apt,1,3,30,232.0
37.7937,-122.42497,Apartment,Entire home/apt,1,0,30,140.0
37.75673,-122.40304,Apartment,Entire home/apt,1,1,30,126.0
37.79004,-122.40921,Hotel,Private room,1,1,1,299.0
37.75782,-122.41081,Loft,Entire home/apt,1,1,16,180.0
37.78249,-122.45908,Condominium,Entire home/apt,2,3,30,395.0
37.78591,-122.47692,Guest suite,Entire home/apt,1,1,2,180.0
37.76161,-122.4324,Condominium,Private room,1,1,1,99.0
37.77506,-122.48751,Condominium,Entire home/apt,1,2,2,545.0
37.77557,-122.49331,House,Entire home/apt,2,3,4,280.0
37.75332,-122.41799,Apartment,Private room,1,1,7,94.0
37.77256,-122.45867,House,Private room,1,1,2,125.0
37.7766,-122.39674,Apartment,Entire home/apt,0,1,30,194.0
37.74153,-122.43596,House,Private room,1,1,4,188.0
37.76294,-122.42416,Apartment,Entire home/apt,1,1,4,184.0
37.7959,-122.43754,Townhouse,Entire home/apt,1,2,30,199.0
37.79863,-122.42055,Apartment,Entire home/apt,2,3,3,820.0
37.76746,-122.44483,House,Entire home/apt,1,1,2,185.0
37.75969,-122.43524,Apartment,Private room,1,1,2,80.0
37.76918,-122.45,Apartment,Entire home/apt,1,1,30,99.0
37.75639,-122.43384,House,Entire home/apt,3,3,2,425.0
37.77803,-122.44308,Guest suite,Entire home/apt,1,2,3,240.0
37.75966,-122.5085,Guest suite,Entire home/apt,1,2,2,295.0
37.75983,-122.3966,House,Private room,1,1,2,100.0
37.75726,-122.39371,House,Private room,1,1,2,80.0
37.75096,-122.43112,Guest suite,Entire home/apt,1,0,3,220.0
37.75135,-122.41766,Apartment,Entire home/apt,1,2,30,120.0
37.80416,-122.41871,Guest suite,Entire home/apt,1,1,4,185.0
37.76083,-122.40264,House,Entire home/apt,1,1,5,225.0
37.77347,-122.49901,Apartment,Private room,2,1,2,109.0
37.79999,-122.4443,Apartment,Entire home/apt,1,2,30,229.0
37.78055,-122.39775,Apartment,Entire home/apt,1,1,30,230.0
37.76836,-122.44812,Apartment,Entire home/apt,2,3,3,350.0
37.75327,-122.40636,Townhouse,Entire home/apt,2,1,30,195.0
37.76467,-122.43132,Condominium,Entire home/apt,2,3,31,275.0
37.76465,-122.44848,Townhouse,Entire home/apt,1,1,30,169.0
37.74245,-122.42093,House,Entire home/apt,1,2,1,275.0
37.80204,-122.40887,Apartment,Private room,1,1,75,222.0
37.74086,-122.413,Bungalow,Entire home/apt,1,2,7,160.0
37.77156,-122.43637,Apartment,Entire home/apt,1,2,30,300.0
37.78839,-122.40945,Hotel,Private room,1,0,2,179.0
37.76715,-122.41756,Townhouse,Private room,1,1,2,189.0
37.76912,-122.43199,Apartment,Private room,1,1,2,110.0
37.7889,-122.41098,Hotel,Private room,1,0,1,180.0
37.79075,-122.40882,Apartment,Entire home/apt,1,1,30,97.0
37.78846,-122.41055,Hotel,Private room,1,0,1,180.0
37.7603,-122.43873,Apartment,Private room,1,1,30,99.0
37.71799,-122.43635,House,Entire home/apt,1,3,3,400.0
37.78878,-122.41148,Hotel,Private room,1,0,1,180.0
37.75649,-122.41025,Apartment,Entire home/apt,2,2,2,225.0
37.75488,-122.49496,House,Private room,1,1,1,90.0
37.74301,-122.44188,Apartment,Entire home/apt,2,2,3,285.0
37.78575,-122.47082,Apartment,Entire home/apt,1,2,30,150.0
37.75354,-122.45233,House,Entire home/apt,2,3,4,450.0
37.75794,-122.48954,House,Private room,1,1,3,115.0
37.788,-122.41146,Hostel,Private room,1,0,1,180.0
37.78887,-122.40919,Hotel,Private room,1,0,1,180.0
37.80017,-122.41243,Apartment,Entire home/apt,1,2,3,293.0
37.75786,-122.44652,Apartment,Entire home/apt,1,2,2,599.0
37.76062,-122.39057,Condominium,Entire home/apt,2,2,14,287.0
37.74466,-122.40964,Apartment,Entire home/apt,1,1,30,125.0
37.75174,-122.47723,Apartment,Entire home/apt,1,2,30,250.0
37.74753,-122.42129,House,Private room,1,1,1,150.0
37.71938,-122.43244,Guest suite,Private room,1,0,1,99.0
37.77917,-122.44627,Condominium,Private room,1,1,30,200.0
37.78031,-122.451,Apartment,Entire home/apt,1,0,30,55.0
37.73351,-122.48691,House,Private room,0,1,2,87.0
37.7637,-122.41004,House,Private room,1,1,3,125.0
37.79704,-122.43732,Apartment,Private room,1,1,1,99.0
37.7671,-122.42415,Guest suite,Entire home/apt,1,1,2,140.0
37.77858,-122.46332,House,Entire home/apt,2,4,4,530.0
37.7708,-122.42713,Apartment,Entire home/apt,1,1,6,200.0
37.76283,-122.5075,House,Entire home/apt,1,2,30,130.0
37.77527,-122.44422,House,Private room,1,1,1,95.0
37.78287,-122.39958,Condominium,Entire home/apt,1,0,30,117.0
37.75839,-122.44084,Condominium,Private room,1,1,3,145.0
37.76058,-122.42541,Apartment,Private room,1,2,30,145.0
37.77048,-122.42387,House,Entire home/apt,1,2,3,375.0
37.73423,-122.43129,House,Entire home/apt,2,3,3,450.0
37.75364,-122.42154,House,Private room,1,1,2,150.0
37.75677,-122.48891,House,Private room,1,1,3,90.0
37.75946,-122.42151,Condominium,Entire home/apt,2,3,3,295.0
37.74463,-122.40863,House,Private room,1,2,2,299.0
37.81031,-122.47642,Condominium,Private room,1,1,7,105.0
37.75889,-122.43227,House,Entire home/apt,2,3,3,650.0
37.75229,-122.43125,Condominium,Entire home/apt,2,2,3,275.0
37.75229,-122.41593,Apartment,Entire home/apt,1,1,4,225.0
37.75927,-122.50469,Apartment,Entire home/apt,1,0,2,125.0
37.76788,-122.43608,Condominium,Entire home/apt,1,2,4,200.0
37.7982,-122.41183,Apartment,Entire home/apt,1,2,30,185.0
37.77567,-122.44608,Apartment,Private room,1,1,2,140.0
37.74394,-122.4075,House,Entire home/apt,1,2,2,275.0
37.76272,-122.44354,Condominium,Private room,1,1,2,145.0
37.76875,-122.4489,Apartment,Entire home/apt,1,3,30,280.0
37.73023,-122.44627,House,Entire home/apt,1,2,2,195.0
37.78611,-122.48234,House,Entire home/apt,2,2,7,400.0
37.7595,-122.43877,Apartment,Private room,1,1,2,125.0
37.77932,-122.50964,Guest suite,Entire home/apt,1,1,3,139.0
37.7969,-122.44403,House,Entire home/apt,2,3,30,350.0
37.79941,-122.41507,Condominium,Entire home/apt,2,3,7,750.0
37.77631,-122.39506,Loft,Entire home/apt,2,1,30,375.0
37.75179,-122.4082,Loft,Private room,1,1,30,75.0
37.77703,-122.44541,Condominium,Private room,1,1,30,500.0
37.74679,-122.44762,House,Entire home/apt,2,3,3,600.0
37.7605,-122.39355,Apartment,Entire home/apt,1,1,31,145.0
37.75902,-122.44409,Apartment,Private room,1,1,2,126.0
37.73273,-122.43992,Apartment,Entire home/apt,2,3,30,279.0
37.74247,-122.42499,Apartment,Entire home/apt,1,0,3,145.0
37.76947,-122.4377,Apartment,Entire home/apt,1,1,30,115.0
37.77077,-122.4261,Condominium,Entire home/apt,1,1,30,158.0
37.76449,-122.42459,Condominium,Private room,1,1,6,146.0
37.75781,-122.43712,Apartment,Entire home/apt,1,3,30,263.0
37.74844,-122.46958,House,Private room,1,1,2,53.0
37.77625,-122.40867,Apartment,Private room,1,1,3,159.0
37.73154,-122.43515,House,Entire home/apt,2,3,3,360.0
37.7351,-122.42141,House,Entire home/apt,1,2,4,240.0
37.77081,-122.43018,House,Private room,1,1,3,125.0
37.79595,-122.42412,Condominium,Entire home/apt,1,1,4,450.0
37.79859,-122.43624,House,Private room,1,1,1,119.0
37.7569,-122.5088,Apartment,Entire home/apt,1,2,3,245.0
37.73881,-122.42521,Guest suite,Entire home/apt,1,1,2,200.0
37.76879,-122.41743,Apartment,Private room,1,1,2,155.0
37.76256,-122.47784,Apartment,Entire home/apt,1,1,3,155.0
37.76438,-122.43047,Apartment,Entire home/apt,1,1,30,110.0
37.76652,-122.45601,Apartment,Entire home/apt,1,0,2,195.0
37.75525,-122.43995,Guest suite,Private room,1,1,1,129.0
37.75097,-122.42236,Apartment,Entire home/apt,1,2,14,250.0
37.76351,-122.44584,House,Private room,1,1,2,150.0
37.79117,-122.41426,Apartment,Entire home/apt,1,1,30,138.0
37.75721,-122.43732,House,Entire home/apt,2,3,30,217.0
37.75153,-122.41782,Apartment,Entire home/apt,1,2,30,110.0
37.79577,-122.41141,Apartment,Private room,1,1,30,70.0
37.78876,-122.4299,Condominium,Entire home/apt,1,2,30,350.0
37.77619,-122.41407,Serviced apartment,Private room,1,1,2,150.0
37.74172,-122.41107,House,Entire home/apt,2,2,3,250.0
37.73631,-122.42235,House,Private room,1,1,1,79.0
37.74911,-122.41115,Condominium,Entire home/apt,1,2,30,148.0
37.76011,-122.41853,Condominium,Entire home/apt,1,2,2,327.0
37.76952,-122.42289,Apartment,Entire home/apt,1,2,2,375.0
37.75482,-122.40498,Guest suite,Entire home/apt,1,0,4,125.0
37.79378,-122.3931,Condominium,Entire home/apt,1,1,2,169.0
37.74168,-122.43061,Apartment,Entire home/apt,3,2,5,900.0
37.80194,-122.40502,Apartment,Entire home/apt,1,1,30,115.0
37.75091,-122.39629,House,Private room,1,1,1,133.0
37.74699,-122.44156,Condominium,Private room,1,1,4,96.0
37.74333,-122.45074,House,Entire home/apt,1,1,3,150.0
37.79699,-122.41601,Condominium,Entire home/apt,1,2,7,194.0
37.73675,-122.42181,Guest suite,Entire home/apt,1,1,2,100.0
37.78336,-122.42092,Apartment,Entire home/apt,2,1,30,100.0
37.7964,-122.43559,Townhouse,Entire home/apt,1,2,30,179.0
37.79088,-122.42708,Apartment,Entire home/apt,1,1,30,148.0
37.77022,-122.44939,Apartment,Entire home/apt,1,2,3,375.0
37.75804,-122.42462,Apartment,Entire home/apt,1,1,30,155.0
37.75727,-122.39818,House,Private room,1,1,1,133.0
37.75126,-122.42606,Guesthouse,Entire home/apt,1,1,3,175.0
37.74663,-122.4426,Condominium,Private room,1,1,7,80.0
37.80117,-122.44135,House,Entire home/apt,1,3,3,675.0
37.75807,-122.42846,House,Entire home/apt,3,3,30,850.0
37.75466,-122.40173,House,Entire home/apt,1,2,1,300.0
37.79033,-122.42707,Townhouse,Entire home/apt,2,3,30,304.0
37.76206,-122.42201,Apartment,Private room,1,1,3,119.0
37.75644,-122.4408,Apartment,Private room,1,1,1,99.0
37.75374,-122.42679,Apartment,Entire home/apt,1,1,30,185.0
37.77413,-122.44109,Apartment,Entire home/apt,2,3,4,400.0
37.7611,-122.44865,Condominium,Entire home/apt,1,2,3,200.0
37.77445,-122.43729,Apartment,Entire home/apt,1,2,30,300.0
37.75933,-122.41907,Condominium,Private room,2,2,2,250.0
37.77827,-122.43966,Apartment,Entire home/apt,1,1,30,199.0
37.78617,-122.40843,Apartment,Private room,1,1,1,110.0
37.74711,-122.44678,House,Private room,1,2,3,425.0
37.75161,-122.4301,House,Entire home/apt,1,3,5,675.0
37.79851,-122.42066,Townhouse,Entire home/apt,1,1,30,148.0
37.73759,-122.42299,House,Private room,1,1,1,72.0
37.7654,-122.43743,Apartment,Entire home/apt,1,2,2,229.0
37.78878,-122.41197,Apartment,Entire home/apt,1,0,30,86.0
37.79753,-122.42392,Apartment,Entire home/apt,1,1,30,180.0
37.72837,-122.3978,House,Entire home/apt,1,2,1,224.0
37.7677,-122.44893,Apartment,Entire home/apt,1,3,30,280.0
37.73836,-122.42705,Apartment,Entire home/apt,1,2,30,178.0
37.74914,-122.41878,Apartment,Private room,1,1,5,95.0
37.71954,-122.42684,Apartment,Entire home/apt,1,1,4,117.0
37.74152,-122.42617,Apartment,Private room,1,1,3,78.0
37.76099,-122.46521,Guest suite,Entire home/apt,1,1,3,141.0
37.75927,-122.46311,Guest suite,Entire home/apt,1,1,4,199.0
37.75511,-122.41515,Apartment,Entire home/apt,2,3,30,425.0
37.75091,-122.43731,Apartment,Entire home/apt,1,1,30,120.0
37.76223,-122.44967,Apartment,Entire home/apt,1,1,30,200.0
37.75575,-122.47917,Guest suite,Entire home/apt,1,1,1,99.0
37.7661,-122.4352,Guest suite,Entire home/apt,1,0,3,165.0
37.79148,-122.41386,Condominium,Entire home/apt,2,3,2,1250.0
37.78007,-122.4194,Condominium,Entire home/apt,2,2,30,230.0
37.80228,-122.42947,Apartment,Entire home/apt,1,0,30,122.0
37.77576,-122.41549,Guest suite,Entire home/apt,1,0,2,170.0
37.75667,-122.43671,House,Entire home/apt,2,4,2,375.0
37.77786,-122.46568,Condominium,Entire home/apt,1,2,3,300.0
37.77444,-122.48746,Guest suite,Entire home/apt,1,1,5,164.0
37.76512,-122.4268,Condominium,Entire home/apt,1,1,2,199.0
37.76516,-122.47378,Apartment,Entire home/apt,1,1,30,295.0
37.75656,-122.43436,House,Private room,1,1,3,130.0
37.7547,-122.40303,Apartment,Entire home/apt,1,1,30,129.0
37.7283,-122.44826,Apartment,Entire home/apt,1,1,3,150.0
37.77371,-122.42472,House,Entire home/apt,1,2,30,99.0
37.77822,-122.45657,House,Entire home/apt,2,3,30,265.0
37.74491,-122.43269,Apartment,Entire home/apt,2,2,31,445.0
37.77815,-122.43697,House,Private room,1,1,2,99.0
37.76146,-122.40241,Guest suite,Entire home/apt,1,1,3,85.0
37.76829,-122.42479,House,Entire home/apt,1,1,3,165.0
37.79659,-122.42751,Apartment,Entire home/apt,1,2,3,495.0
37.7709,-122.42854,Apartment,Entire home/apt,3,2,30,180.0
37.73671,-122.41442,Condominium,Private room,1,1,30,90.0
37.76395,-122.43472,Apartment,Entire home/apt,1,1,30,165.0
37.75843,-122.40184,Apartment,Private room,1,0,30,95.0
37.77385,-122.4238,Apartment,Entire home/apt,1,2,30,135.0
37.7582,-122.41983,House,Private room,1,1,2,120.0
37.80442,-122.43762,Townhouse,Entire home/apt,1,2,2,595.0
37.76057,-122.39653,Apartment,Entire home/apt,1,2,3,450.0
37.75085,-122.47896,Apartment,Entire home/apt,1,0,2,150.0
37.76256,-122.50589,Apartment,Entire home/apt,1,1,90,117.0
37.78034,-122.40326,Apartment,Private room,1,1,30,147.0
37.79707,-122.42504,Hotel,Private room,1,1,1,109.0
37.79744,-122.42535,Hotel,Private room,1,1,1,129.0
37.77789,-122.50779,House,Entire home/apt,1,3,4,500.0
37.72065,-122.45629,Apartment,Entire home/apt,2,3,30,225.0
37.74474,-122.49085,House,Entire home/apt,1,2,1,209.0
37.78631,-122.44237,House,Entire home/apt,3,4,2,1500.0
37.79707,-122.41051,Condominium,Entire home/apt,2,3,30,550.0
37.78039,-122.43315,Townhouse,Private room,1,1,3,175.0
37.79793,-122.42527,Hotel,Private room,1,1,1,129.0
37.72671,-122.43538,Guest suite,Entire home/apt,1,2,2,155.0
37.76942,-122.43032,House,Entire home/apt,1,1,4,225.0
37.76177,-122.42882,Apartment,Entire home/apt,1,1,5,210.0
37.7346,-122.42473,House,Entire home/apt,1,2,30,275.0
37.77627,-122.45888,Apartment,Entire home/apt,1,2,30,150.0
37.77852,-122.44247,Condominium,Entire home/apt,2,2,1,1200.0
37.74383,-122.40959,House,Private room,1,1,2,119.0
37.74437,-122.40904,House,Private room,2,1,3,139.0
37.79637,-122.44636,Guest suite,Entire home/apt,1,1,4,220.0
37.77649,-122.43672,Apartment,Entire home/apt,1,1,30,170.0
37.76255,-122.44548,Townhouse,Private room,1,1,2,123.0
37.74461,-122.40966,House,Private room,2,1,3,139.0
37.75654,-122.46643,House,Private room,1,1,2,140.0
37.75451,-122.4165,Apartment,Entire home/apt,1,1,30,120.0
37.79782,-122.42587,Hotel,Private room,1,1,1,99.0
37.75372,-122.40883,House,Entire home/apt,2,3,3,249.0
37.75241,-122.43707,Apartment,Private room,1,1,30,145.0
37.73829,-122.50461,House,Entire home/apt,1,2,2,110.0
37.75578,-122.38946,Condominium,Private room,1,1,4,110.0
37.76317,-122.44678,Townhouse,Private room,1,1,2,119.0
37.7521,-122.42818,Apartment,Entire home/apt,1,1,30,141.0
37.77294,-122.51117,Apartment,Entire home/apt,1,1,30,220.0
37.74259,-122.40861,Guest suite,Entire home/apt,1,1,30,150.0
37.79884,-122.42024,Apartment,Entire home/apt,1,1,30,135.0
37.76055,-122.42568,Apartment,Entire home/apt,2,2,3,250.0
37.7729,-122.42453,Apartment,Entire home/apt,1,1,4,80.0
37.77837,-122.43442,Townhouse,Entire home/apt,2,3,2,1100.0
37.76825,-122.42861,Apartment,Private room,1,1,4,99.0
37.79851,-122.40551,Apartment,Entire home/apt,1,1,30,135.0
37.76057,-122.42405,Apartment,Entire home/apt,1,1,3,195.0
37.71816,-122.394,Guest suite,Entire home/apt,1,1,3,115.0
37.75209,-122.40881,Apartment,Entire home/apt,1,1,5,128.0
37.76567,-122.45278,Guest suite,Private room,1,1,2,90.0
37.79921,-122.43255,Condominium,Entire home/apt,2,2,30,255.0
37.75699,-122.50766,Cottage,Entire home/apt,1,1,3,225.0
37.75039,-122.43893,Apartment,Entire home/apt,2,2,30,240.0
37.75734,-122.50854,House,Entire home/apt,1,1,2,150.0
37.77662,-122.44432,Guest suite,Entire home/apt,1,1,30,100.0
37.75387,-122.50391,Guest suite,Entire home/apt,1,1,30,100.0
37.75093,-122.42702,House,Private room,1,1,1,75.0
37.78297,-122.43156,Guest suite,Entire home/apt,1,1,3,150.0
37.7707,-122.42376,House,Private room,1,1,4,175.0
37.7928,-122.43548,Apartment,Private room,1,1,2,160.0
37.76295,-122.48324,Apartment,Entire home/apt,1,1,2,175.0
37.74301,-122.45921,Guest suite,Entire home/apt,1,1,3,199.0
37.72,-122.43832,Apartment,Entire home/apt,1,1,30,75.0
37.77469,-122.43956,Condominium,Private room,1,1,3,199.0
37.77657,-122.44551,House,Entire home/apt,1,2,2,280.0
37.77117,-122.41893,Apartment,Entire home/apt,1,1,30,170.0
37.73962,-122.41617,House,Entire home/apt,1,1,3,139.0
37.75986,-122.39083,House,Entire home/apt,2,3,2,550.0
37.79753,-122.42534,Hotel,Private room,1,1,1,129.0
37.75378,-122.43698,House,Entire home/apt,1,1,4,155.0
37.73355,-122.431,Guest suite,Entire home/apt,1,0,3,125.0
37.74156,-122.47803,Apartment,Entire home/apt,1,1,3,135.0
37.78981,-122.43411,House,Private room,1,1,1,139.0
37.79785,-122.44586,Apartment,Entire home/apt,1,0,30,134.0
37.78897,-122.44685,House,Private room,1,1,3,199.0
37.7464,-122.43206,Apartment,Entire home/apt,1,1,30,150.0
37.79929,-122.4063,Bed and breakfast,Private room,0,1,1,95.0
37.72172,-122.45335,House,Private room,1,1,1,120.0
37.79067,-122.42977,House,Entire home/apt,2,3,2,1250.0
