latitude,longitude,property_type,room_type,bathrooms,bedrooms,minimum_nights,price
37.76022,-122.42551,Condominium,Private room,1,1,2,140.0
37.75809,-122.44311,House,Entire home/apt,2,3,4,645.0
37.76845,-122.42228,Apartment,Private room,1,1,4,129.0
37.75029,-122.42157,Townhouse,Private room,1,1,1,160.0
37.7842,-122.39925,Apartment,Entire home/apt,2,2,183,250.0
37.73341,-122.39274,House,Private room,1,1,1,50.0
37.77596,-122.44525,Apartment,Entire home/apt,1,1,5,160.0
37.76077,-122.43786,Apartment,Entire home/apt,1,1,30,250.0
37.79313,-122.40443,Hostel,Shared room,0,1,1,45.0
37.79421,-122.4031,Hostel,Shared room,0,1,1,45.0
37.7926,-122.40339,Hostel,Shared room,0,1,1,45.0
37.72924,-122.42653,Apartment,Entire home/apt,1,1,2,120.0
37.77031,-122.43242,Guest suite,Entire home/apt,1,1,3,150.0
37.73146,-122.45057,Apartment,Private room,1,1,30,57.0
37.71997,-122.45089,Bungalow,Entire home/apt,1,2,4,180.0
37.75925,-122.42306,Apartment,Entire home/apt,1,3,3,300.0
37.78786,-122.39325,Loft,Entire home/apt,1,1,3,325.0
37.7846,-122.44389,Apartment,Entire home/apt,1,2,30,130.0
37.777,-122.43681,Condominium,Private room,1,1,3,110.0
37.80014,-122.42456,Apartment,Private room,1,1,30,70.0
37.79748,-122.42065,Apartment,Entire home/apt,1,1,30,105.0
37.72754,-122.44927,Bungalow,Private room,1,1,30,40.0
37.79119,-122.39564,Condominium,Entire home/apt,2,2,30,289.0
37.75949,-122.46839,Apartment,Entire home/apt,1,1,1,135.0
37.77109,-122.42402,House,Entire home/apt,1,2,3,699.0
37.73919,-122.4159,Apartment,Entire home/apt,1,1,3,135.0
37.79511,-122.42651,Apartment,Entire home/apt,1,1,200,175.0
37.78377,-122.40721,Apartment,Entire home/apt,1,1,30,200.0
37.75942,-122.4677,Bungalow,Entire home/apt,1,1,30,125.0
37.77159,-122.43204,Apartment,Entire home/apt,1,2,2,249.0
37.7911,-122.43382,Apartment,Private room,1,2,31,300.0
37.74641,-122.41163,Apartment,Entire home/apt,1,1,2,145.0
37.7936,-122.40576,House,Shared room,2,1,30,30.0
37.70885,-122.43077,House,Private room,1,3,3,70.0
37.70978,-122.4308,House,Private room,2,3,3,65.0
37.77444,-122.43672,House,Entire home/apt,1,2,7,875.0
37.70988,-122.43083,House,Private room,1,1,3,70.0
37.77576,-122.41073,Loft,Entire home/apt,1,1,3,300.0
37.76221,-122.4199,Condominium,Private room,1,1,1,168.0
37.75697,-122.42019,Apartment,Private room,1,1,31,135.0
37.76897,-122.43855,Apartment,Private room,1,1,2,109.0
37.75318,-122.40124,Apartment,Entire home/apt,1,0,30,179.0
37.78115,-122.43246,Condominium,Entire home/apt,1,1,30,141.0
37.76252,-122.42428,Apartment,Entire home/apt,1,2,30,375.0
37.7714,-122.42328,House,Private room,1,1,4,150.0
37.73822,-122.42233,Guesthouse,Entire home/apt,1,0,30,95.0
37.7665,-122.4183,Townhouse,Entire home/apt,1,2,5,549.0
37.76469,-122.43424,Apartment,Entire home/apt,1,2,30,145.0
37.74151,-122.42308,Apartment,Entire home/apt,2,2,3,360.0
37.7595,-122.41839,House,Private room,6,1,32,64.0
37.79665,-122.41262,Apartment,Entire home/apt,2,2,180,205.0
37.78622,-122.4444,House,Entire home/apt,2,4,2,425.0
37.76464,-122.4678,Apartment,Entire home/apt,1,2,30,190.0
37.80532,-122.43548,Apartment,Entire home/apt,1,1,3,475.0
37.7465,-122.40989,Apartment,Entire home/apt,1,1,4,175.0
37.80317,-122.41841,Apartment,Private room,1,1,1,123.0
37.77116,-122.43373,Apartment,Entire home/apt,1,2,2,269.0
37.75646,-122.40114,Condominium,Entire home/apt,1,2,30,295.0
37.73825,-122.39793,Guest suite,Private room,1,1,30,79.0
37.75804,-122.43579,Apartment,Entire home/apt,1,1,90,545.0
37.76048,-122.46255,Apartment,Private room,1,1,30,55.0
37.78655,-122.38992,Condominium,Entire home/apt,1,1,30,199.0
37.74874,-122.41825,Apartment,Private room,1,1,5,85.0
37.76569,-122.48264,Apartment,Entire home/apt,1,2,30,185.0
37.76605,-122.42066,Apartment,Private room,1,1,4,93.0
37.76284,-122.44624,Condominium,Entire home/apt,2,2,30,150.0
37.74446,-122.4085,House,Entire home/apt,2,4,2,859.0
37.7637,-122.39735,House,Entire home/apt,1,1,1,240.0
37.77797,-122.43739,Apartment,Private room,3,1,30,57.0
37.75952,-122.44559,Loft,Entire home/apt,1,1,5,175.0
37.76097,-122.44837,Condominium,Entire home/apt,2,3,30,400.0
37.77039,-122.42267,Apartment,Entire home/apt,1,1,30,101.0
37.79177,-122.4327,House,Entire home/apt,2,3,5,990.0
37.77465,-122.46206,Apartment,Entire home/apt,1,1,30,115.0
37.75949,-122.42487,Apartment,Private room,0,1,2,250.0
37.75991,-122.41065,Apartment,Private room,1,1,1,100.0
37.7818,-122.44348,Apartment,Entire home/apt,1,1,30,130.0
37.75708,-122.40801,Apartment,Entire home/apt,1,2,30,136.0
37.78352,-122.45798,Apartment,Entire home/apt,1,1,2,275.0
37.73407,-122.39527,House,Private room,1,1,30,79.0
37.77033,-122.4491,Apartment,Private room,1,1,30,55.0
37.77719,-122.40871,House,Entire home/apt,1,3,31,220.0
37.77831,-122.39379,Loft,Entire home/apt,2,1,30,179.0
37.77842,-122.45796,Guest suite,Entire home/apt,1,1,30,140.0
37.77439,-122.43755,Condominium,Entire home/apt,2,3,5,600.0
37.72098,-122.43159,Condominium,Private room,1,1,2,105.0
37.78178,-122.39184,Condominium,Private room,1,1,30,175.0
37.77112,-122.43364,Apartment,Entire home/apt,1,1,1,360.0
37.79844,-122.4105,Apartment,Private room,1,1,30,99.0
37.77713,-122.44158,House,Private room,1,1,2,115.0
37.76965,-122.43833,Serviced apartment,Hotel room,2,2,30,300.0
37.7646,-122.40415,Apartment,Entire home/apt,1,1,30,181.0
37.74984,-122.50852,House,Entire home/apt,2,4,3,495.0
37.7654,-122.43398,Townhouse,Private room,1,1,30,75.0
37.7557,-122.41151,House,Entire home/apt,2,3,4,250.0
37.73485,-122.43407,Guest suite,Entire home/apt,1,1,1,135.0
37.80055,-122.40562,Apartment,Private room,1,1,2,79.0
37.7703,-122.45021,House,Private room,2,1,1,53.0
37.75542,-122.42841,Apartment,Entire home/apt,1,1,4,325.0
37.7971,-122.42793,Apartment,Entire home/apt,1,1,31,200.0
37.76122,-122.43823,Apartment,Private room,1,1,30,99.0
37.75963,-122.40192,Condominium,Entire home/apt,1,2,3,272.0
37.76202,-122.42335,Apartment,Private room,1,1,2,115.0
37.7959,-122.41813,House,Entire home/apt,1,4,30,230.0
37.74684,-122.42697,House,Entire home/apt,2,2,120,250.0
37.73429,-122.46413,House,Private room,3,1,2,50.0
37.80507,-122.44358,House,Entire home/apt,2,3,30,775.0
37.78027,-122.46108,House,Entire home/apt,2,3,4,399.0
37.76043,-122.46203,Apartment,Private room,1,1,1,75.0
37.77597,-122.40504,Loft,Shared room,1,1,30,311.0
37.76105,-122.46313,Apartment,Private room,1,1,1,65.0
37.76943,-122.43377,Condominium,Entire home/apt,1,2,3,310.0
37.75401,-122.40925,Apartment,Entire home/apt,1,2,30,259.0
37.74833,-122.42621,Apartment,Entire home/apt,0,1,30,127.0
37.75975,-122.50544,House,Entire home/apt,2,3,1,300.0
37.80519,-122.42143,Apartment,Entire home/apt,1,2,2,298.0
37.74308,-122.40679,Apartment,Entire home/apt,1,1,30,140.0
37.75231,-122.40827,Apartment,Private room,1,1,30,93.0
37.75855,-122.4453,House,Private room,1,1,1,111.0
37.75698,-122.41126,Guest suite,Entire home/apt,1,1,31,180.0
37.77632,-122.422,Condominium,Entire home/apt,2,3,30,255.0
37.7901,-122.39593,Loft,Shared room,1,1,2,74.0
37.77981,-122.41022,Apartment,Shared room,1,1,58,5000.0
37.74168,-122.38258,Guest suite,Private room,1,1,1,76.0
37.79951,-122.41714,Condominium,Entire home/apt,1,2,2,575.0
37.77712,-122.47832,Bed and breakfast,Private room,1,1,2,120.0
37.76094,-122.44388,House,Private room,1,1,1,90.0
37.77807,-122.4101,Loft,Entire home/apt,2,2,1,595.0
37.75276,-122.43513,House,Private room,2,1,3,188.0
37.77967,-122.40379,Loft,Entire home/apt,1,1,365,180.0
37.75655,-122.4799,House,Private room,1,1,7,68.0
37.76016,-122.42413,Apartment,Entire home/apt,1,1,30,100.0
37.77093,-122.43008,House,Entire home/apt,3,3,3,500.0
37.78521,-122.44279,Apartment,Entire home/apt,2,3,2,500.0
37.76225,-122.43232,Guest suite,Entire home/apt,1,1,30,192.0
37.7752,-122.50139,Apartment,Entire home/apt,1,1,2,159.0
37.74553,-122.43805,Guesthouse,Entire home/apt,1,2,30,250.0
37.75871,-122.43815,House,Entire home/apt,3,4,2,950.0
37.7909,-122.43397,Condominium,Entire home/apt,2,3,2,500.0
37.74356,-122.42908,House,Entire home/apt,1,1,30,175.0
37.79149,-122.41529,Condominium,Private room,1,1,2,128.0
37.78983,-122.43481,Apartment,Entire home/apt,1,1,30,149.0
37.72731,-122.43864,House,Entire home/apt,1,2,30,150.0
37.77804,-122.43084,Apartment,Entire home/apt,1,5,30,500.0
37.76046,-122.39778,House,Private room,1,1,2,120.0
37.73446,-122.46455,House,Private room,3,1,2,45.0
37.73586,-122.46462,House,Private room,3,1,2,40.0
37.77082,-122.44901,Apartment,Private room,1,1,30,79.0
37.73846,-122.42951,Condominium,Entire home/apt,1,3,2,138.0
37.75776,-122.41144,Apartment,Private room,1,1,3,150.0
37.79575,-122.43308,Apartment,Entire home/apt,1,1,30,225.0
37.79911,-122.42933,Apartment,Private room,1,1,31,120.0
37.78005,-122.40323,Apartment,Entire home/apt,1,1,360,90.0
37.75727,-122.50099,House,Entire home/apt,2,3,7,290.0
37.78681,-122.43277,Apartment,Entire home/apt,2,2,50,140.0
37.76739,-122.44467,Condominium,Private room,1,1,3,125.0
37.79966,-122.43795,House,Entire home/apt,2,2,30,799.0
37.784,-122.39019,Apartment,Entire home/apt,2,2,180,185.0
37.8039,-122.40661,Condominium,Entire home/apt,1,1,30,290.0
37.72862,-122.43484,House,Entire home/apt,2,3,30,149.0
37.77706,-122.4047,Loft,Entire home/apt,2,2,2,245.0
37.80539,-122.43636,Townhouse,Private room,1,1,2,395.0
37.80068,-122.40549,Townhouse,Entire home/apt,1,2,30,300.0
37.80102,-122.40395,Apartment,Entire home/apt,1,2,30,300.0
37.74254,-122.42685,Guesthouse,Entire home/apt,1,1,30,120.0
37.80015,-122.40543,Apartment,Entire home/apt,1,2,30,160.0
37.77766,-122.43437,Condominium,Entire home/apt,1,2,3,275.0
37.75664,-122.43984,Apartment,Entire home/apt,1,2,2,99.0
37.77658,-122.47882,Apartment,Private room,2,1,2,100.0
37.79268,-122.41532,Apartment,Private room,1,1,30,70.0
37.73289,-122.44803,House,Private room,1,1,30,60.0
37.78067,-122.39794,Condominium,Entire home/apt,1,0,30,75.0
37.75599,-122.4222,Apartment,Entire home/apt,1,2,3,225.0
37.7432,-122.40936,Guest suite,Private room,1,1,3,143.0
37.77139,-122.44729,Apartment,Private room,1,1,1,99.0
37.7897,-122.41483,Apartment,Private room,1,1,1,118.0
37.7534,-122.43011,Condominium,Entire home/apt,1,1,2,250.0
37.77621,-122.39703,Loft,Private room,1,1,30,120.0
37.71475,-122.44324,Apartment,Entire home/apt,1,2,30,125.0
37.77113,-122.44616,Apartment,Private room,1,1,1,89.0
37.77028,-122.44757,Apartment,Private room,0,1,1,79.0
37.77107,-122.44874,Apartment,Private room,1,1,1,99.0
37.78491,-122.4581,Apartment,Entire home/apt,1,3,2,1500.0
37.76023,-122.43774,Apartment,Private room,1,2,2,175.0
37.76087,-122.4414,Apartment,Entire home/apt,2,3,3,625.0
37.80362,-122.44547,Condominium,Entire home/apt,2,3,60,510.0
37.74644,-122.41747,House,Entire home/apt,2,2,3,345.0
37.75863,-122.41179,Condominium,Private room,1,1,3,148.0
37.77966,-122.40344,House,Entire home/apt,1,2,29,186.0
37.77782,-122.3968,Apartment,Entire home/apt,1,1,180,217.0
37.73489,-122.42641,House,Private room,1,1,3,89.0
37.7763,-122.40966,Apartment,Entire home/apt,1,1,31,104.0
37.79972,-122.41709,Apartment,Entire home/apt,1,2,7,442.0
37.80365,-122.44555,Condominium,Private room,1,1,60,165.0
37.7367,-122.41797,Apartment,Entire home/apt,2,4,3,450.0
37.77871,-122.4372,Apartment,Private room,1,1,30,50.0
37.78185,-122.42087,Condominium,Entire home/apt,1,0,30,110.0
37.76518,-122.42791,Condominium,Entire home/apt,1,2,2,430.0
37.76341,-122.38915,Loft,Entire home/apt,1,1,50,180.0
37.76693,-122.43102,Condominium,Private room,1,1,3,130.0
37.73461,-122.46862,Guest suite,Entire home/apt,1,1,3,130.0
37.74264,-122.42576,Apartment,Private room,1,1,3,75.0
37.76974,-122.43233,Apartment,Entire home/apt,1,2,5,295.0
37.78524,-122.47628,Apartment,Entire home/apt,1,2,3,190.0
37.7354,-122.41795,Guest suite,Entire home/apt,1,1,2,115.0
37.78729,-122.40944,Hostel,Private room,1,0,1,180.0
37.73885,-122.41743,House,Entire home/apt,1,2,2,200.0
37.74947,-122.43675,House,Entire home/apt,1,2,5,300.0
37.76314,-122.44484,House,Entire home/apt,2,2,4,249.0
37.80303,-122.43906,House,Entire home/apt,2,3,2,1800.0
37.77167,-122.43522,Apartment,Entire home/apt,2,2,30,216.0
37.74272,-122.42144,Apartment,Entire home/apt,2,3,365,200.0
37.76908,-122.42032,Apartment,Private room,1,1,3,89.0
37.79769,-122.4227,Apartment,Entire home/apt,2,2,30,195.0
37.76873,-122.43397,Apartment,Entire home/apt,2,3,3,425.0
37.77376,-122.42734,Apartment,Entire home/apt,1,1,30,210.0
37.77601,-122.44116,Condominium,Entire home/apt,2,3,3,280.0
37.77784,-122.43823,Apartment,Private room,1,1,3,95.0
37.76592,-122.43643,Apartment,Private room,1,1,1,119.0
37.80035,-122.4314,Condominium,Entire home/apt,1,2,4,495.0
37.71969,-122.45163,Guest suite,Entire home/apt,1,1,3,125.0
37.75854,-122.43684,House,Entire home/apt,2,3,7,575.0
37.77806,-122.39501,Loft,Entire home/apt,1,1,30,200.0
37.7697,-122.43619,House,Private room,1,1,3,152.0
37.74994,-122.41452,House,Private room,1,1,1,119.0
37.74615,-122.41673,Apartment,Private room,1,2,2,76.0
37.77128,-122.44823,Condominium,Entire home/apt,2,4,30,450.0
37.77779,-122.43775,Apartment,Private room,1,1,2,90.0
37.76135,-122.39474,Apartment,Private room,2,1,3,145.0
37.78369,-122.46976,Apartment,Entire home/apt,1,1,5,175.0
37.78558,-122.44414,Condominium,Entire home/apt,2,3,30,210.0
37.73403,-122.44662,House,Private room,1,1,30,52.0
37.7573,-122.48483,House,Private room,1,1,30,47.0
37.79006,-122.43236,Apartment,Entire home/apt,1,1,30,150.0
37.77146,-122.43648,House,Entire home/apt,1,1,30,155.0
37.75084,-122.42341,Guest suite,Entire home/apt,1,1,2,145.0
37.77782,-122.40406,Loft,Private room,1,1,2,159.0
37.79918,-122.43884,Apartment,Entire home/apt,1,1,30,299.0
37.75526,-122.42497,Apartment,Entire home/apt,1,0,30,125.0
37.75398,-122.42171,Condominium,Entire home/apt,2,4,6,500.0
37.73318,-122.46057,House,Private room,1,2,3,129.0
37.75238,-122.45867,House,Private room,1,1,1,99.0
37.74727,-122.41517,Townhouse,Entire home/apt,1,3,5,250.0
37.77363,-122.49017,House,Entire home/apt,2,3,6,350.0
37.76244,-122.3946,House,Entire home/apt,2,3,2,500.0
37.76361,-122.43063,Apartment,Entire home/apt,1,0,30,160.0
37.76433,-122.43664,Apartment,Shared room,1,1,1,75.0
37.77687,-122.40916,Loft,Entire home/apt,2,2,30,185.0
37.77009,-122.42341,Apartment,Entire home/apt,1,0,1,246.0
37.7665,-122.43606,Guest suite,Entire home/apt,1,1,3,135.0
37.73313,-122.46093,House,Private room,1,1,3,129.0
37.74901,-122.43293,Apartment,Entire home/apt,1,1,30,199.0
37.76033,-122.43893,Apartment,Private room,1,1,30,89.0
37.76054,-122.40961,Loft,Entire home/apt,1,1,30,142.0
37.80375,-122.44672,House,Entire home/apt,1,1,3,469.0
37.80347,-122.42119,Apartment,Entire home/apt,1,1,2,120.0
37.75867,-122.43454,Apartment,Entire home/apt,1,1,30,175.0
37.74645,-122.43336,House,Entire home/apt,2,3,3,490.0
37.76494,-122.43385,Apartment,Private room,1,1,4,150.0
37.76409,-122.45292,Apartment,Private room,1,1,2,165.0
37.74689,-122.41572,Apartment,Entire home/apt,1,1,30,95.0
37.74703,-122.43494,House,Private room,1,1,3,274.0
37.77703,-122.42055,Condominium,Entire home/apt,1,1,30,131.0
37.76906,-122.44509,Apartment,Entire home/apt,1,1,30,157.0
37.73404,-122.39215,House,Private room,1,1,1,60.0
37.74504,-122.40614,House,Entire home/apt,1,3,4,259.0
37.77895,-122.43634,Condominium,Entire home/apt,2,3,3,575.0
37.77878,-122.46257,Guest suite,Entire home/apt,1,1,2,170.0
37.787,-122.3971,Serviced apartment,Entire home/apt,1,1,30,173.0
37.78718,-122.44315,Apartment,Entire home/apt,1,1,30,140.0
37.71099,-122.43569,Guest suite,Entire home/apt,1,1,3,88.0
37.77042,-122.42856,Apartment,Private room,1,2,3,125.0
37.78712,-122.4096,Hostel,Private room,1,0,1,175.0
37.7719,-122.50372,House,Private room,1,1,2,85.0
37.77267,-122.43053,Apartment,Entire home/apt,1,3,30,258.0
37.76785,-122.44902,Apartment,Entire home/apt,1,1,3,265.0
37.79899,-122.4316,Condominium,Entire home/apt,2,2,30,345.0
37.73704,-122.417,Apartment,Entire home/apt,1,2,4,199.0
37.78839,-122.40937,Hotel,Private room,1,0,2,179.0
37.77795,-122.42178,House,Entire home/apt,1,1,30,250.0
37.74669,-122.40586,Guest suite,Entire home/apt,1,1,2,167.0
37.72476,-122.43951,House,Entire home/apt,2,3,3,295.0
37.77736,-122.4361,Apartment,Entire home/apt,1,2,2,300.0
37.75078,-122.43126,Apartment,Entire home/apt,1,2,30,170.0
37.77366,-122.43091,Apartment,Entire home/apt,1,2,30,249.0
37.73853,-122.39,House,Entire home/apt,1,2,3,337.0
37.74994,-122.41644,Apartment,Entire home/apt,2,2,3,300.0
37.77595,-122.43971,Apartment,Private room,1,1,1,185.0
37.72447,-122.44162,House,Entire home/apt,2,4,3,250.0
37.79952,-122.42821,Condominium,Entire home/apt,1,3,1,499.0
37.72857,-122.45215,Apartment,Entire home/apt,1,2,3,150.0
37.76346,-122.425,Apartment,Private room,1,1,2,145.0
37.77712,-122.44215,Apartment,Entire home/apt,1,1,3,250.0
37.76055,-122.40402,Apartment,Entire home/apt,1,2,2,250.0
37.77882,-122.44229,Apartment,Entire home/apt,1,2,30,149.0
37.74509,-122.41611,Apartment,Entire home/apt,1,1,30,165.0
37.78779,-122.44393,Apartment,Entire home/apt,1,1,30,210.0
37.74693,-122.41684,Apartment,Private room,1,1,1,125.0
37.79589,-122.41145,Apartment,Entire home/apt,1,1,30,145.0
37.77281,-122.43174,House,Entire home/apt,1,1,30,235.0
37.7697,-122.44483,Apartment,Entire home/apt,1,1,30,148.0
37.75767,-122.42812,House,Entire home/apt,1,2,2,350.0
37.77223,-122.41942,Apartment,Entire home/apt,1,1,30,125.0
37.78036,-122.4241,Apartment,Entire home/apt,1,0,30,100.0
37.75242,-122.41957,Guest suite,Entire home/apt,1,1,5,199.0
37.77373,-122.49964,Guest suite,Entire home/apt,1,2,30,145.0
37.77384,-122.41909,Condominium,Entire home/apt,2,1,30,150.0
37.76928,-122.45346,House,Entire home/apt,2,4,30,800.0
37.75858,-122.40152,Guest suite,Entire home/apt,1,0,31,209.0
37.73751,-122.41329,House,Entire home/apt,2,3,4,485.0
37.76663,-122.4202,Apartment,Entire home/apt,1,2,30,395.0
37.75796,-122.41903,Condominium,Entire home/apt,1,2,6,180.0
37.75909,-122.42895,House,Entire home/apt,1,1,30,120.0
37.74387,-122.42338,Apartment,Entire home/apt,2,3,30,350.0
37.77015,-122.42929,Condominium,Entire home/apt,1,1,7,220.0
37.76551,-122.44946,Apartment,Private room,1,1,2,89.0
37.77629,-122.42621,Apartment,Entire home/apt,1,0,30,116.0
37.78759,-122.40905,Hotel,Private room,1,0,2,169.0
37.78045,-122.44541,House,Private room,1,1,1,295.0
37.78009,-122.43865,House,Private room,1,1,2,99.0
37.75578,-122.49834,House,Private room,1,1,1,85.0
37.78763,-122.43946,House,Private room,1,1,2,195.0
37.78778,-122.40983,Hotel,Private room,1,0,1,175.0
37.75017,-122.42487,Guest suite,Entire home/apt,1,0,3,200.0
37.75942,-122.40754,House,Private room,1,1,3,150.0
37.78776,-122.40979,Hotel,Private room,1,0,2,169.0
37.79673,-122.41191,Apartment,Private room,1,1,30,166.0
37.78913,-122.41215,Apartment,Private room,1,1,30,129.0
37.77958,-122.39743,Apartment,Entire home/apt,1,1,30,200.0
37.78915,-122.40962,Hotel,Private room,1,0,1,169.0
37.73101,-122.4229,Apartment,Entire home/apt,1,1,3,139.0
37.72571,-122.41814,House,Private room,1,1,1,65.0
37.72545,-122.41889,House,Private room,1,1,1,61.0
37.75429,-122.41033,Apartment,Entire home/apt,1,2,2,118.0
37.77015,-122.45353,Apartment,Private room,1,1,2,139.0
37.73932,-122.46211,Guest suite,Entire home/apt,1,2,3,225.0
37.71574,-122.46486,Townhouse,Private room,1,1,180,29.0
37.78482,-122.44136,House,Private room,1,2,2,230.0
37.75292,-122.4232,House,Private room,2,4,4,539.0
37.78,-122.48253,Guest suite,Entire home/apt,1,1,3,150.0
37.76183,-122.39312,House,Private room,1,1,2,95.0
37.75869,-122.4268,House,Entire home/apt,2,3,3,525.0
37.7586,-122.44305,Apartment,Entire home/apt,1,0,30,141.0
37.8028,-122.44078,Condominium,Entire home/apt,1,1,3,285.0
37.7884,-122.40931,Hotel,Private room,1,0,1,179.0
37.78455,-122.4752,Apartment,Entire home/apt,1,2,1,190.0
37.77669,-122.43661,Apartment,Entire home/apt,1,1,30,155.0
37.77722,-122.43656,Condominium,Entire home/apt,2,4,30,1000.0
37.75154,-122.42038,House,Private room,2,1,2,105.0
37.7455,-122.41509,Apartment,Private room,1,4,59,65.0
37.76813,-122.44629,Apartment,Entire home/apt,1,2,2,418.0
37.7586,-122.45049,House,Entire home/apt,2,2,3,373.0
37.78899,-122.38933,Apartment,Entire home/apt,2,2,30,325.0
37.74733,-122.48952,Apartment,Entire home/apt,1,1,2,133.0
37.78629,-122.4331,House,Entire home/apt,3,4,6,750.0
37.75725,-122.41004,Apartment,Entire home/apt,2,2,4,290.0
37.77358,-122.42806,Apartment,Entire home/apt,1,1,1,180.0
37.75538,-122.42655,Apartment,Entire home/apt,1,2,30,165.0
37.77397,-122.44226,Condominium,Private room,1,1,2,90.0
37.75816,-122.46278,Apartment,Private room,1,1,30,60.0
37.7572,-122.3926,Townhouse,Private room,1,1,2,115.0
37.74077,-122.41134,Guest suite,Entire home/apt,1,1,2,155.0
37.80147,-122.43275,House,Entire home/apt,1,2,60,215.0
37.76492,-122.39722,Guest suite,Entire home/apt,1,1,2,215.0
37.77832,-122.43079,Apartment,Entire home/apt,1,1,3,175.0
37.76357,-122.44581,Condominium,Entire home/apt,1,1,30,160.0
37.79293,-122.43494,Condominium,Entire home/apt,1,1,30,200.0
37.7796,-122.44199,Condominium,Private room,1,1,3,109.0
37.75565,-122.4241,Apartment,Entire home/apt,1,4,3,418.0
37.757,-122.42907,House,Entire home/apt,3,5,6,1450.0
37.77499,-122.48907,Guest suite,Entire home/apt,1,1,1,133.0
37.73401,-122.46475,House,Private room,3,1,2,45.0
37.75008,-122.41841,Apartment,Private room,1,1,3,170.0
37.77913,-122.40464,Condominium,Entire home/apt,1,1,30,170.0
37.77333,-122.4322,Apartment,Entire home/apt,1,2,3,285.0
37.7511,-122.42414,Guest suite,Entire home/apt,1,1,30,150.0
37.75045,-122.42785,Apartment,Entire home/apt,1,1,2,250.0
37.79059,-122.43884,Apartment,Entire home/apt,1,1,30,150.0
37.76465,-122.43637,Apartment,Private room,1,1,1,70.0
37.76949,-122.42543,Apartment,Entire home/apt,1,1,31,225.0
37.77794,-122.44512,House,Private room,1,1,30,115.0
37.77845,-122.46893,Guest suite,Entire home/apt,1,1,3,135.0
37.79493,-122.41518,Apartment,Entire home/apt,1,1,30,89.0
37.76448,-122.42924,Apartment,Entire home/apt,1,2,30,135.0
37.77693,-122.43739,Apartment,Private room,3,1,30,60.0
37.76165,-122.40442,Apartment,Entire home/apt,1,1,30,110.0
37.77527,-122.45475,Guest suite,Entire home/apt,1,1,4,128.0
37.76458,-122.39335,Apartment,Entire home/apt,1,1,2,190.0
37.73564,-122.44085,House,Entire home/apt,3,3,3,600.0
37.77814,-122.3977,Serviced apartment,Entire home/apt,1,1,30,220.0
37.76724,-122.42129,Apartment,Private room,1,1,3,79.0
37.76909,-122.42171,Apartment,Private room,1,1,3,75.0
37.77657,-122.42883,Apartment,Entire home/apt,2,2,30,145.0
37.77775,-122.43321,Apartment,Entire home/apt,1,0,30,94.0
37.78927,-122.43407,House,Entire home/apt,3,4,3,995.0
37.75174,-122.41334,House,Entire home/apt,1,2,70,250.0
37.75822,-122.4281,Apartment,Entire home/apt,1,1,30,295.0
37.75986,-122.42215,Apartment,Private room,1,1,3,80.0
37.76827,-122.44506,Apartment,Entire home/apt,1,1,30,157.0
37.77647,-122.43096,Loft,Entire home/apt,1,1,30,300.0
37.71875,-122.39548,House,Entire home/apt,1,2,30,131.0
37.7445,-122.42718,House,Entire home/apt,1,2,30,228.0
37.75206,-122.43009,House,Entire home/apt,3,4,4,900.0
37.75524,-122.39736,House,Entire home/apt,2,3,4,309.0
37.78637,-122.43793,House,Entire home/apt,2,3,1,450.0
37.76431,-122.42448,Apartment,Entire home/apt,1,2,3,299.0
37.7883,-122.39151,Condominium,Private room,1,1,30,115.0
37.78017,-122.43771,Apartment,Entire home/apt,1,0,30,156.0
37.7757,-122.43847,Apartment,Entire home/apt,1,0,30,125.0
37.75389,-122.45802,House,Private room,1,1,1,120.0
37.72198,-122.40758,House,Private room,1,1,1,94.0
37.79723,-122.40113,Apartment,Entire home/apt,1,1,30,180.0
37.72248,-122.42779,Guest suite,Entire home/apt,1,1,2,80.0
37.79188,-122.43205,Apartment,Entire home/apt,1,1,30,350.0
37.76118,-122.41911,Guest suite,Private room,1,1,1,150.0
37.75168,-122.41979,Apartment,Private room,1,1,2,135.0
37.75562,-122.46805,Guesthouse,Entire home/apt,1,1,2,95.0
37.75816,-122.4104,Apartment,Entire home/apt,2,2,4,1166.0
37.7577,-122.40841,Apartment,Private room,1,1,3,160.0
37.74866,-122.41119,Apartment,Private room,1,1,3,100.0
37.76429,-122.41276,Loft,Entire home/apt,1,1,2,169.0
37.76907,-122.43755,Condominium,Private room,1,1,3,150.0
37.76359,-122.43455,Condominium,Private room,1,1,3,165.0
37.73998,-122.41271,Apartment,Private room,1,1,1,95.0
37.76034,-122.43765,House,Entire home/apt,3,3,5,499.0
37.75114,-122.40786,Condominium,Entire home/apt,1,3,5,339.0
37.74004,-122.42084,Apartment,Entire home/apt,1,1,30,99.0
37.77191,-122.43918,Condominium,Entire home/apt,1,1,2,325.0
37.78922,-122.40083,Apartment,Private room,1,1,30,95.0
37.78823,-122.38986,Condominium,Entire home/apt,1,0,30,152.0
37.76261,-122.50146,Apartment,Entire home/apt,1,0,30,125.0
37.73939,-122.41636,House,Private room,1,1,3,140.0
37.77272,-122.43973,Apartment,Private room,1,1,1,102.0
37.75619,-122.42881,House,Private room,1,1,2,132.0
37.77059,-122.45207,Apartment,Entire home/apt,1,1,60,125.0
37.75994,-122.42138,Loft,Private room,1,2,2,297.0
37.72441,-122.43517,House,Private room,1,1,2,69.0
